Serial,Aspect,Opinion(List)
693,位置,保持_不大_还是_搞_中归_很快_听_就是_星级_欢迎_挺温馨_还送_赞_不错_顺利_来_说_促销_感谢_顺利_新_看_不错_衷心祝_将一如既往_整洁_但是感觉_也是_登记_是_决定_想_训练有素_感觉_日常_感觉_应该_再来_推出_绝对是_再次下榻_还是做_非常干净_有_星级_出_反馈_入住_
267,房间,没有达到_
295,小时,
200,进出,频繁_
98,桌子,补充_会_刚住完_砍价_留下_不会_点评_
979,宽带,以后去_令_就住_满意_
966,新建,未体现_四星级_相比_出_不大_
108,位,上当_
659,服务,说明_联系_诚聘英_Copyright_才代理_reserved_
689,环境,吃饭_推荐_不放便_不错_紧邻_自带_太差_
355,人间,很小_光是住_很小_还形_
361,大堂,会_不看_纸记_连坐_没_看_只住_别说_管_拿单_告诉_就说_要_早上吃_在修_说_是_该_不知_不能_住_当埸小便_没_吃_好_有_不会_
175,印象,拿_不能_打_修没_较脏_修_复位_就没_睡_都冷_不行_整体_较小_还好_只带回_还得_打到_到_严重影响_有_带_招待_盖_有_才用_不起来_有_有_怎么_把_没宽带_不是_要_带有_不能_只有_都挤到_起来_还没有_不知道_都有_还好_休息_住在_到_带回_较旧_也有_没宽_不挨_走_独立_说_大_都方便_可以_
885,果篮,作为_
608,熟悉,更方便_觉得_做_
342,表扬,再见_携程_矩_未收到_能够_再见_好_帮_out_吝啬于_联系_出_订_可能_吹毛求疵_说_很诚恳_
318,感觉,比较满意_
142,客人,
160,屏幕,感到_滚动_比较温馨_
999,门锁,打到_单签_不知道_脏_吃饭_介绍_等_要_坏_管_还没_都是_是_那么大_去_买_怎么说_没有_是_
22,理解,有_给_
649,店,登记_很好闻_不错_出_有_免费_借_看_靠_还有_大洋_很热情_有_帮_还放_挺美_买_好逛_挑_顺便搞_可以_还是_表扬_有_在经营_有_问_很喜欢_有_SHOPPING_免费_要_也漂亮_可以_马上介绍_
712,灯,暗暗_晃_都没有_只有_
591,房间,比较宽敞_较大_星级_
899,总体,值得_很好_很好_
921,携程,预定_订_刚退_发现_等_下来_已经付掉_再让_终于给_核对_确实是_查_
736,质量,又是_最好_
20,牙刷,就是_
214,客人,宝贵_谢谢_提出_
875,楼,好像走进_桑拿_说明_是_丑_
407,水,很小_
374,态度,在装修_很好_入住_
805,地方,少_
360,内壁,不明_有_恶心_
55,份,不计较_不值_平时价_
605,干道,还算_方便_
953,价格,去_感觉_不会_真是让_非说_不含_订_透_但结账_糟_
418,电话,比较一般_
960,位置,去_实在找_下楼_不到_只得_有_
255,长寿路,最差劲_住_是_却是_美化_办事_没有_于是订_
199,周围,没有_再住_不会_
572,地方,能_应该_说_是_住_实在_不错_说_
383,火,并不在意_就是_还好_无法抑制_大声喝_说_没有_斥_已经烧到_实在是_
753,后来者,
957,外人,说话_一清二楚_
841,酒店,笑_男_是_要_耍NB_就是_原来是_都是_不错_住_比较满意_先前入住_是_是_说_只提_需要_服务_是_基本没有_只有_能_比较会_已绝迹_女_已经提到_是热_就不错_基本达到_冲泡_让_不会_补充_给_给_还不错_不属于_还没有_是_比较简单_不满意_
730,中间,不好_很脏_所以采光_太好_住_已经睡_很好_换_没有去_不是_管坏_
588,遥控器,打开_好用_不可以_贴_不知道_
108,感觉,
648,设施,不符合_恶劣_不符_考虑_星级_
990,餐厅,很过分_50元_摇晃_叫_根本是_还少_要_露天排档_太黑_卖_也差_都脱漆_炒_还是_
998,价格,还算是_比较便宜_JF住_
581,纸张,写_收_不放纸_
608,轨,欣赏_不仅方便_便宜_还能_
66,游泳池,日式_还不错_烤肉_还不错_
552,出租车,太贵_到_坐_很方便_
89,频道,很少_
75,早餐,不够_尤其是_住_煎蛋_没吃_老不再_做_
759,酒店,是_拉肚子_发现_有_正担心_慰问_赠送_前来_不好_让_入住_
81,味道,进去_稍微好_开_很浓_开窗_不舒服_
583,菜品,挺可_不少_口_
493,旁边,打_到_说_不要_说_打给_还答应_说_完全是_实在是_晚点_可能_太差_还好意思_住_不负责任_要_没有接到_实在是_差_没有接到_建议_打_说_
367,麻烦,再考虑_不会_
139,位置,比较偏远_
31,招待所,不是_一般_
507,飞机,用_
530,订房,不让_后来留意_极低_订_不是_说_很紧张_其实入_没有_
906,长木,配备_有_有_配备_花_
16,星,享受_特别_星级_不如_在_不知道_
809,天,是_宝贵_一走_入住_竟然说_别说_没有查房_选择_不包括_是_尊敬_开_还高兴_早餐优惠_付360_是_提醒_别看_开好_不会_走_早知道_就说_意识_是_写_开放_再想起_正规_试想_不开_是_就可以_提出_估计_不舍得_反馈_没有达到_不享受_星级_查房_也带_感谢_优惠_应该_
345,银行,不远_处_非常方便_购物_
845,酒店,调换_交涉_板_再去_调换_才给_出_搭理_住_就没_终于结束_回回_住_了_给_入住_太残酷_需要_没有说明_看来现实_入住_说_舒适_好不容易找_调_开始_是_不能_又不对_不到_定_来_并说_免费_认为_办理_是_换_真是_到达_给_必然_找_使_是_
2,优点,还可以_比较安静_
172,客人,都没有_否则去到_还要_生_
342,门童,说_再见_吹毛求疵_可能_出_吝啬于_好_再见_
43,携程,主要考虑_相同_住_在_才去_
496,电话,遗留_不知四_协助_说_及时发现_给_给_及时通知_值班_并要求_回复_投诉_回复_投诉_还是_怎么无_打_未给_
712,外面,走路_有_有_都会_基本为_就是_
796,沟缝,但是感觉_不是_像是_没有清洗_放_，_无从考究_怪异_都知道_小_关上_装_相信_很明显_倒是_让_开始_斑驳_怀疑_等级_隐隐发黑_出现_架_上去_只是拉开_是_洗澡_是_是_清清楚楚_不堪_稍微有_洗手_是_住_晦涩_皂泡_脚线_不详_显示_更可怕_蚂蚁窝_至少是_是_白_不算_曾经淹_又干_可疑_
389,标准,有_住_
563,信用卡,再入住_取消_不错_害_取_下订_服务_不了_是_不考虑_苦等_做_很重视_唯一可_很礼貌_
252,身体,健康_
108,环境,糟糕_上当_不到_服务_
332,新月阁,都没_又大_住别_去_玩_更好_留着_建议_放_把_可以_又好_又小_又便宜_
450,对面,站_就没_用_干等_表示_新_才换上_正赶上_什么感受_用完_
664,路程,
522,贵,没_挑剔_可_
437,早餐,说明_免费注册_诚聘英_才代理_
752,房费,拿_不想_起_差到_小_硬梆梆_更是_真是_差_含_回去_吃_喝粥_兜_都冷掉_想_是_只能_又冷_只有_吃_找_不到_吃_不晚_又放_
450,服务员,站_带病_新_用_用完_正赶上_很明显_不想想_就没_才换上_也感冒_表示_什么感受_干等_
953,房间,订_有_非说_感觉_不舒服_新烧_不好_还可以_透_订房_没碰_好打车_去_不含_但结账_主要是_发誓_感觉_很长_真是让_in_办离_说_让_抽烟_不会_很费劲_太吵_糟_不会_
653,房间,很干净_
360,特色,太多_不告知_
588,城市,好像是_
668,服务,还可以_好_
875,走廊,好像走进_丑_说明_是_桑拿_
822,时间,不透明_太多_扇_再打_去_感觉_用_太大_用_还得_问_一样_有点眼花缭乱_应该_
457,茶,很温馨_附送_
561,错,
739,现烧,就得手_排队_不引导_抢_也没_下手_
54,机场,多少有_不方便_
863,龙头,是_已生_
78,隔壁,就能_说话_清晰_入_交谈_听到_
927,清静,也算_方便_
530,办法,始终带_再去_总算有_新_表示_也无聊_只能_起_换房卡_没有_奇怪_更收拾_看_先到_换房_
847,总体,的确评到_有_是_就中规_过头_
656,酒店,进行_小_不利_开除_误导_说_订_改正_也承认_承担_正规_仍然强迫_进行_再次_杜绝_反馈_建议_提出_非常重视_造成_给_通常有_意识_连锁型_不清楚_
252,工作,
755,地方,诚聘英_远_不提供_瓶装_才代理_不知_服务_免费注册_不提供_瓶装_说明_缺_到_无法打_有_不提_免费_
142,人,迎接_不出来_
567,会员,低_携程_
662,楼328YUAN,感觉_捡后_干净_如下_还有_很贵_最值得_间接提升_马上送回_入住_配制_不是_都是_赞_液镜_掉_很难得_是_可_粗心大意把_
399,东东,供_可_
83,房屋,服务_而喧闹_一样_好_好_位于_早餐一般.补_适中_没有_如前_充点评_但是临_不好_新_
846,复核,会_是_提供_携程_类似_极大_
405,空间,最小_是_很破_
999,定单,坏_有_没有_那么大_管_要_台扯_打到_还没_是_怎么说_吃饭_等_脏_不知道_是_介绍_买_去_单签_都是_
99,锦江,建议_太差_说_到_不负责任_说_打给_不要_说_打_实在是_完全是_还答应_晚点_还好意思_要_说_没有接到_住_可能_实在是_没有接到_打_差_
528,卫生间,让_恶心_重回_有_留下_才看到_死_退房_很旧_睹_不舒服_很是_不忍目_是_不知道_告诉_点点将_黑色_到_拉开_
68,商务,还打_是_不开_
760,地毯,不干净_
175,时候,说_有_还得_只带回_还好_睡_都挤到_都冷_没宽带_不起来_修_到_到_带有_也有_都方便_严重影响_不知道_打_独立_有_没宽_带_带回_休息_不行_修没_怎么_不能_
760,交通,去_可以_较大_很方便_住_
318,要求,回去_加_是_再次被_随便执行_只要求_补刷_出来_真的发火_太大_也许是_刷_随便定_这样收_也可以_可以_又刷_最后说_这算_刷_也可以_恐怕_延住_都拿_给_不用_不刷_再次要求_激起_也要_
252,弱势,
252,预定单,总共预定_办理_竟然告诉_没有_注明_没有打扫_只有_
447,楼,停业_凉_较大_深感_潮湿_开业_带来_可能_提出_高_会_有_
202,小,算是_不是_纯平_
803,海边,直接去_游泳_可以_
917,树,突然裤档_慢_体验_不收费_补_一下是_确实不错_感觉_急着要_出门_不知主楼_好远_不会_走_住_提_服务_好少_值得_来_如何_开_迅速拿去_帮_
30,过节,用_吐_最让_还有_真是_叫_是_影响_竟让_长途打回_五星级_会_靠_难受_住_故意让_在克制_出来_难忘_没有_总感觉_送餐_是_
796,破烂,是_不行_是_架_曾经淹_白_好听_一看_只是拉开_至少是_又干_不算_显示_洗手_看_怀疑_整齐_洗澡_等级_，_清清楚楚_感觉_是_不是_晦涩_不详_都知道_没有清洗_更可怕_干净_上去_脚线_相信_低_像是_可疑_斑驳_很明显_怪异_出现_隐隐发黑_小_就是_开始_放_至少用_打_是_关上_蚂蚁窝_装_倒是_不堪_起来_住_给_用来_让_垫狗屋_稍微有_皂泡_但是感觉_无从考究_是_
159,责任心,
998,速度,不慢_
530,墙,挂_优秀_不由得_长叹_
666,离海,不是_老式_老式_很新_很近_
317,环境,很好_
324,洛阳,
702,床头,具_不用_是_三星级_说_用_醒目_
791,洞眼,令_不舒服_
506,卫生间,还是不错_太好用_
80,....换,下次肯定_坚决换_不住_
936,设施,也不错_想_很周到_
717,陈,装_〞_粘满_来_用_罩_说_厚被_旧_说明_不会_服务_令_携程网_说_要_能_很冷_拿_不是_竟然慢慢_后来拿_打折_竟然没有_起索_打折_比较满意_高_还便宜_下次去_作呕_没有被_∼〞_敲门_入住_不针对_便宜_还是_要_竟然是_仅代表_邻街_那么自然_不能_差_
358,空调室,喘_不过_
137,晚上,就生病_
604,退房,打_离_只是希望_还是有_太贵_早餐收费_坐_非常有利_可以_是_坐_一样_打到_
270,态度,还不错_
218,中间,可以_看到_是_很远_很满意_
27,早餐,果然送到_晚_还道歉_
366,步行,很多_吃_看_不到_买_
362,房间,不如_
55,逊色,还行_大_不计较_特价_接手_平时价_背_很有_不接_看_不值_
904,宾馆,将一如既往_星级_顺利_反馈_再次下榻_保持_衷心祝_欢迎_感谢_
43,空气,相同_才去_在_主要考虑_住_排出_很差_
252,干净房,没有_没有打扫_
906,西单,花_瞧瞧_徒步走回_四处转转_去_方便_没_有_可以_
769,铁丝,睡_不舒服_
360,电话,看看_来_当然是_是_报修_不知道_竟来_不是_看看_
881,问题,
80,汽车,下次肯定_换_真的是_不住_就是_都是_很吵_坚决换_直接说_说_失望_
649,保利,可以_SHOPPING_不错_帮_买_顺便搞_
379,反应,很好_才入住_
912,电话费,
964,房间,感觉_不台_干净_不好_
1000,总体,过去_还说_
868,酒店,住_说_延误_应该_补充_是_退_都好_并出示_是_是_住_后来说_告知_还说_不会_携程_令_是_再入住_价涨_是_收半天_但服务_也是_要_延住_点评_取消_像是_大_没有_问_入住_生气_预订_总之感觉_结果被_是否要_说_要_告知_宰_已经过_被_要求_借伞_补_
328,方法,告诉_
303,必要,那么小气_
200,解决,只能_拨号_
57,水热,蛮大_用_只有_没有_不上_
539,位置,还算_方便_
920,房间,不了_要_只好打_上网_早早回到_发_却上_没_忙到_工作_沟通_
500,客人,还是_居然说_说_完_不理_全部解决_再提及_
185,客人,先到_都得_下楼_先到_都须_再转乘_更麻烦_办理_再转乘_
576,星,入住_感觉_就是_比较乱_
821,携程,更优惠_能_谈下_
647,交通,也便利_
841,橙汁,原来是_是热_已绝迹_冲泡_给_都是_
845,名,需要_调换_免费_没有说明_给_终于结束_回回_是_搭理_交涉_好不容易找_调换_给_并说_定_不能_又不对_调_是_了_换_板_来_才给_就没_住_说_
121,游泳衣,比较古老_没有干_走_竟然到_很干净_很好_
141,价格,到_会_涨_
717,设施,来_用_不是_入住_下次去_便宜_令_后来拿_仅代表_打折_竟然慢慢_不能_能_打折_不针对_拿_厚被_说_邻街_还便宜_粘满_装_服务_起索_高_要_没有被_〞_∼〞_竟然没有_差_说明_罩_还是_很冷_比较满意_旧_竟然是_那么自然_说_不会_作呕_携程网_要_敲门_
467,床,，_过来_不是_非常危险_看来看_都没有_要_吃_过来_等_不方便_看似_实在没有_是_吃_出_才改造_送_可惜_可以_洗澡_说_
574,宾馆,反馈_造成_原订_改为_大_想_
316,房间,住_很旧_早知道_
140,时候,不好_经济型_只能_住_吓_很大_淋浴_感觉_进屋_不过床_住_一跳_蛮干净_搞_昏暗_
693,地理,感觉_感觉_促销_还是_说_就是_搞_应该_顺利_决定_入住_欢迎_很快_衷心祝_整洁_再来_还是做_也是_星级_不错_还送_赞_听_新_来_将一如既往_但是感觉_不大_感谢_再次下榻_非常干净_训练有素_推出_日常_有_是_出_中归_绝对是_不错_星级_看_反馈_保持_挺温馨_登记_顺利_想_
150,房间,也可以_还会_再来_
491,房间,很小_相差无几_都不如_
415,地,
495,房间,
581,国际,就有_知道_出来_打_打_要_居然没_知道_好找_12块_说_
89,房价,
358,后面,不信_固定_才发现_一直摆动_要_看看_是_，_不能_去_只能_出_
92,喇叭声,高_关门_说话_听到_而且连绵不绝_还可以_
360,切面,不多_
803,海,
843,服务,比较好_还是不错_
993,宾馆,免费升级_满_
88,早餐,服务_尚可_欠_
295,交通,方便_也算_
672,床,是_贴_
625,套房,位_还放_一样_还是_开阔_
630,家,感觉_满_勉强能_大_一圆_最贵_被_有_爬到_不言而喻_是_大_进门_怀_来_很大气_完全翻新_完全没有_进入_就是_应_粗_老_恶_改_最要命_算_
737,酒店,问_不知道_说_也分_有_转礼_总算说_不清_标志性_让_不熟悉_
956,含量,入住_是_差点被_刚住完_刚开门_好像没_开门_赶上_过高_有_严重影响_砍价_不会_要_回来_补充_有_点评_留下_退房_吃_吃_健康_熏倒_会_雷到.换_稍好_再次被_
501,网速,很不错_
530,子外,还有_可以_都盖_备用_
962,早餐,被_去_是_到_误导_
776,被子,感觉_就发现_一般_差不多_到_小_很好_忽悠_被_也一般_
383,公寓,引起_宝贵_美好_高度_温馨_积极_提_舒适_能_不断努力_创造_衷心感谢_
789,标准,
822,分货,
625,视野,开阔_还放_
848,标间,
530,暖意,不到_去_没有_于是想_只得_下楼_用_找_有_手试_联系_实在找_发现_
547,早餐,去_不远_很不错_
116,天门山,发霉_不远_开_脏_也有_很远_使_上当_不方便_冷水_有_很湿_看到_连放冷水_喝_容易漏水_不好_淋_怎么干净_变_很方便_综合_有_比较小_不敢_出行_使用_怎么好_逛_感觉_没敢_
141,大桥,不到_不宰客_不错_有_
466,玻璃,然后换到_肯定会_不知道_是否_很美_再去_换_突然不制_强烈要求_都是_这样_冷_大_订_还会_有时会_
